Length (um) 	 Width (um) 	 Drain Current (A/um) 	 Transconductance_Max(S/um) 	 Mobility (cm2/V-s) 	 Threshold (V) 	 OnOff 	 R_total (ohm-um) 	 Gate Leakage (A)
10 	 5 	 0.000000023600000 	 0.000000005628141 	 1.466878416920488 	 26.589 	  1710.1449 	 42372881.3559322059 	 0.000000000425000
15 	 5 	 0.000000032800000 	 0.000000006432161 	 2.514648714720836 	 26.679 	  2075.9494 	 30487804.8780487813 	 0.000000000541000
25 	 5 	 0.000000022400000 	 0.000000004623116 	 3.012339606176009 	 29.324 	  1108.9109 	 44642857.1428571492 	 0.000000000470000
50 	 5 	 0.000000008400000 	 0.000000001608040 	 2.095540595600696 	 30.685 	   677.4194 	 119047619.0476190448 	 0.000000000521000
75 	 5 	 0.000000002920000 	 0.000000000562814 	 1.100158812690369 	 35.271 	   171.9670 	 342465753.4246575236 	 0.000000000466000
100 	 5 	 0.000000001106000 	 0.000000000206295 	 0.537671600187020 	 31.911 	   111.9433 	 904159132.0072333813 	 0.000000000447000
2 	 80 	 0.000000028375000 	 0.000000009058450 	 0.472185956574498 	 1.350 	 53791.4692 	 35242290.7488986775 	 0.000000000366000
5 	 80 	 0.000000025125000 	 0.000000006281407 	 0.818570545156526 	 9.831 	 42857.1429 	 39800995.0248756260 	 0.000000000383000
8 	 80 	 0.000000011287500 	 0.000000002803491 	 0.584545534562297 	 11.606 	 14242.9022 	 88593576.9656699896 	 0.000000000392000
10 	 80 	 0.000000006887500 	 0.000000001507538 	 0.392913861675132 	 20.739 	 11199.1870 	 145190562.6134301424 	 0.000000000375000
15 	 80 	 0.000000020750000 	 0.000000004281275 	 1.673761351543719 	 16.043 	 14821.4286 	 48192771.0843373463 	 0.000000000390000
25 	 80 	 0.000000010125000 	 0.000000002261307 	 1.473426981281741 	 17.458 	  6480.0000 	 98765432.0987654328 	 0.000000000372000
50 	 80 	 0.000000008112500 	 0.000000002010050 	 2.619425744500876 	 17.183 	  5319.6721 	 123266563.9445300549 	 0.000000000419000
75 	 80 	 0.000000004175000 	 0.000000000919069 	 1.796546933317194 	 17.316 	  3274.5098 	 239520958.0838323236 	 0.000000000377000
100 	 80 	 0.000000002037500 	 0.000000000502513 	 1.309712872250438 	 20.305 	  1630.0000 	 490797546.0122699738 	 0.000000000388000
2 	 20 	 0.000000007900000 	 0.000000001830204 	 0.095402242904978 	 4.017 	 20256.4103 	 126582278.4810126573 	 0.000000000357000
5 	 20 	 0.000000042750000 	 0.000000010288284 	 1.340732387645829 	 11.344 	 267187.5000 	 23391812.8654970787 	 0.000000000566000
8 	 20 	 0.000000037400000 	 0.000000010050251 	 2.095540595600705 	 13.004 	 680000.0000 	 26737967.9144385047 	 0.000000000561000
10 	 20 	 0.000000000453500 	 0.000000000034356 	 0.008954300110807 	 43.995 	    81.7117 	 2205071664.8291068077 	 0.000000000368000
15 	 20 	 0.000000017050000 	 0.000000004218461 	 1.649204235189024 	 17.665 	  5799.3197 	 58651026.3929618821 	 0.000000000523000
25 	 20 	 0.000000012350000 	 0.000000002882835 	 1.878403987832845 	 18.365 	 10081.6327 	 80971659.9190283418 	 0.000000000602000
50 	 20 	 0.000000009550000 	 0.000000001608040 	 2.095540595600697 	 28.337 	  1552.8455 	 104712041.8848167509 	 0.000000000484000
