Length (um) 	 Width (um) 	 Drain Current (A/um) 	 Transconductance_Max(S/um) 	 Mobility (cm2/V-s) 	 Threshold (V) 	 OnOff 	 R_total (ohm-um) 	 Gate Leakage (A)
8 	 80 	 0.000000003412500 	 0.000000000560720 	 0.116913702396221 	 3.465 	 910000.0000 	 293040293.0402929783 	 0.000000000810000
10 	 80 	 0.000000000010588 	 0.000000000001604 	 0.000418016691727 	 11.695 	  8470.0000 	 94451003541.9126281738 	 0.000000000308000
15 	 80 	 0.000000000591250 	 0.000000000083668 	 0.032710078984454 	 1.030 	  5255.5556 	 1691331923.8900635242 	 0.000000000696000
25 	 80 	 0.000000000171250 	 0.000000000028308 	 0.018445122950860 	 5.708 	  5480.0000 	 5839416058.3941602707 	 0.000000000561000
50 	 80 	 0.000000001412500 	 0.000000000268007 	 0.349256765933447 	 5.390 	 15694.4444 	 707964601.7699115276 	 0.000000000603000
75 	 80 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
100 	 80 	 0.000000001228750 	 0.000000000228643 	 0.595919356873945 	 7.780 	 11044.9438 	 813835198.3723295927 	 0.000000000843000
2 	 20 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
5 	 20 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
8 	 20 	 0.000000003765000 	 0.000000000680067 	 0.141798246968979 	 7.193 	 376500.0000 	 265604249.6679946780 	 0.000000000489000
10 	 20 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
15 	 20 	 0.000000018400000 	 0.000000003517588 	 1.375198515862952 	 2.150 	 3680000.0000 	 54347826.0869565234 	 0.000000000530000
25 	 20 	 0.000000000157500 	 0.000000000007571 	 0.004933251818810 	 29.551 	    23.1618 	 6349206349.2063484192 	 0.000000000437000
50 	 20 	 0.000000004260000 	 0.000000000815745 	 1.063050281309927 	 4.976 	 20285.7143 	 234741784.0375587046 	 0.000000000540000
75 	 20 	 0.000000003775000 	 0.000000000703518 	 1.375198515862945 	 4.106 	 16063.8298 	 264900662.2516556382 	 0.000000000547000
100 	 20 	 0.000000001995000 	 0.000000000452261 	 1.178741585025386 	 8.547 	  6879.3103 	 501253132.8320801854 	 0.000000000542000
2 	 5 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
5 	 5 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
8 	 5 	 0.000000040800000 	 0.000000008147404 	 1.698784909500288 	 2.164 	 408000.0000 	 24509803.9215686247 	 0.000000000527000
10 	 5 	 0.000000007180000 	 0.000000000862982 	 0.224921357261140 	 9.860 	 11218.7500 	 139275766.0167131126 	 0.000000000700000
15 	 5 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
25 	 5 	 0.000000016720000 	 0.000000003135678 	 2.043152080710661 	 4.954 	 26125.0000 	 59808612.4401913956 	 0.000000000490000
50 	 5 	 0.000000001798000 	 0.000000000221106 	 0.288136831895093 	 8.815 	  6421.4286 	 556173526.1401556730 	 0.000000000481000
75 	 5 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
100 	 5 	 0.000000002420000 	 0.000000000522613 	 1.362101387140446 	 10.253 	  2813.9535 	 413223140.4958677292 	 0.000000000587000
2 	 80 	 0.000000006062500 	 0.000000001143216 	 0.059591935687394 	 -0.334 	 970000.0000 	 164948453.6082473993 	 0.000000000522000
5 	 80 	 0.000000008487500 	 0.000000000603015 	 0.078582772335026 	 22.170 	  2631.7829 	 117820324.0058910251 	 0.000000000629000
8 	 80 	 0.000000005850000 	 0.000000000753769 	 0.157165544670051 	 12.686 	  2906.8323 	 170940170.9401709139 	 0.000000000613000
10 	 80 	 0.000000001912500 	 0.000000000361809 	 0.094299326802031 	 7.372 	  4903.8462 	 522875816.9934639931 	 0.000000000543000
15 	 80 	 0.000000001337500 	 0.000000000230737 	 0.090206474076248 	 8.494 	  3741.2587 	 747663551.4018690586 	 0.000000000532000
25 	 80 	 0.000000000751250 	 0.000000000163317 	 0.106414170870347 	 6.964 	  7240.9639 	 1331114808.6522462368 	 0.000000000607000
50 	 80 	 0.000000001412500 	 0.000000000254606 	 0.331793927636774 	 10.807 	   949.5798 	 707964601.7699115276 	 0.000000000567000
75 	 80 	 0.000000000392500 	 0.000000000068593 	 0.134081855296637 	 10.494 	  3876.5432 	 2547770700.6369423866 	 0.000000000577000
100 	 80 	 0.000000000313750 	 0.000000000062814 	 0.163714109031303 	 12.711 	  3691.1765 	 3187250996.0159358978 	 0.000000000613000
